category,title,p_rating,count,itemId,overview,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chicago Food Planet – Gateway to the West Loop Food Tour
Street,"Migis Lodge on Sebago Lake: South Casco, Maine",3.8,56,1581,"Located in southern Maine and about 25 miles northwest of Portland, Migis Lodge on Sebago Lake continues its more than centurylong tradition of welcoming families for a weekend of relaxation and bonding. Rates at Migis Lodge cover lodging, three daily meals and an assortment of activities. Programming for children includes the Migis Kids' Camp for little ones ages 4 through 6 and an Adventure Camp for youngsters 7 and older, plus supervised evening programs for when parents want a few hours to themselves. As for accommodations, families can opt to stay in the main building or one of 35 cottages. All digs come with fireplaces and balconies or elevated porches, plus Wi-Fi access, flat-screen TVs and handmade quilts.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Old Town Trolley Tours of Washington D.C.
Adventures,Old Town Trolley Tours of Washington D.C.,4.8,129,1582,"According to reviewers, this trolley tour provides an educational and relaxing outing, thanks to informative commentary from onboard guides. The tour lasts about 90 minutes and has one 30-minute stop at the Lincoln Memorial so travelers can stretch their legs and see monuments within the National Mall on their own. Silver Pass tickets cost approximately $45. Trollies run hourly from 10 a.m. to about 4 p.m. The Gold pass (around $55) includes a tour of Arlington National Cemetery. Old Town Trolley Tours also offers specialized Arlington National Cemetery tours, as well as the Monuments by Moonlight Tour, among others.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D.C. By Foot – National Mall Tour
Food,D.C. By Foot – National Mall Tour,4.2,456,1583,"D.C. By Foot's National Mall walking tour is a two-hour, mile-long stroll that includes stories about famous landmarks like the Vietnam Veterans Memorial, the Lincoln Memorial, and the Washington Monument. Travelers praise the tour, saying it is chock-full of information and that the guides are engaging. D.C. By Foot is a pay-what-you-want tour: it's free, though it is assumed you will tip your licensed, freelance guides. Tours depart Wednesdays at 10 a.m. and Fridays and Saturdays at 1:30 p.m.. The company also conducts a slightly shorter Scavenger Hunt at the Mall tour, which is geared toward kids, and a bevy of other tours around the city.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Capital Segway Tours
Food,Capital Segway Tours,2.2,456,1584,"Seeing all of Washington's landmarks on foot is an ambitious goal, but if you swap walking for riding a Segway, you'll be able to glide to most of them. Highlights on this approximately two-hour tour include the White House, the National Archives, the Smithsonian, the Washington Monument and the Capitol. Every rider receives a radio headset, which makes it easy to hear the guide's descriptions. Reviewers say the guides are great and that the tours provide the perfect overview of the city, which in turn helps visitors decide where they want to spend more time. Participants must be 16 or older and weigh at least 100 pounds to ride. Tickets start at $60. Tours run year-round and are offered several times a day, weather permitting.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Walk of the Town – Monumental sTOURies
Electric ,Walk of the Town – Monumental sTOURies,1.6,158,1585,"Walk of the Town is a one-man show run by ""semiretired"" former teacher Tim Stewart. On his Monumental sTOURies tour, Stewart walks travelers to major sites, such as the White House, President's Park and the Lincoln Memorial, among other top attractions. Over the four-hour tour, Stewart shares historical facts and stories about the area's monuments. Stewart earns rave reviews from visitors, who praise him for his vast knowledge, humor and lessons in history. Tours are free; Stewart works for tips only. Tours start at 10 a.m., though the schedule varies. You can also arrange private, for-fee tours with Stewart.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Blue Fern Travel – U Street Food Tour
Rentals,Blue Fern Travel – U Street Food Tour,2.6,123,1586,"This U Street tour run by Blue Fern Travel (formerly Carpe D.C. Food Tours) is purportedly the company's most popular, which makes sense because the U Street neighborhood is one of the liveliest in the city. During the three-hour tour, your guide will take you to severallocally-owned restaurants for hearty samples. As you make your way along U Street, you'll learn about the neighborhood's history, architecture and jazz heritage. Foodies find the history lessons surprising and informative; some love the information almost as much as the food. Tours, which are limited to eight people, venture daily (except Tuesdays) at 11:30 a.m. or noon year-round. Tickets cost approximately $90 per person. Blue Fern also offers food tours of Baltimore and Old Town Alexandria.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ghost City Tours – Savannah Haunted Pub Crawl
Extranomical,Ghost City Tours – Savannah Haunted Pub Crawl,3.8,783,1587,"This adults-only (21 and older) evening pub crawl takes travelers to some of the city's most haunted pubs and taverns. During the roughly two-hour tour, guides share creepy tales about each bar stop. You'll also hear stories of murder and hoodoo. Thanks to Savannah's lack of open container laws, you can take an alcoholic beverage with you and imbibe along the way. Most reviewers say the tour provides a fun outing and the ghost stories are entertaining. Others complain of busy bars and expensive drinks. Tours run daily at 8 and 9 p.m., with additional tour times on the weekends. Tickets cost approximately $30 per person. For a more family-friendly experience, consider the company's Grave Tales Tour.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Blue Orb Savannah Ghost Tours – Savannah Shadows
Walking,Blue Orb Savannah Ghost Tours – Savannah Shadows,4.4,482,1588,"Blue Orb's Savannah Shadows tour is based on the book of the same name written by the company's founder, Tobias McGriff. This 90-minute tour is suitable for all ages and stops at locations known for their paranormal activity, such as the Hanging Square (generally known as Wright Square). Tickets cost approximately $25. Tours are typically offered Wednesday through Sunday at 8 p.m. Many reviewers comment that the tour offers the right mix of history and storytelling, along with chilling details. Others say that though the tales are spooky, they aren't too scary for kids. For a real thrill, the company offers an adults-only Zombie Tour that focuses on the voodoo concept of the walking undead.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Savannah Ghostwalker Tour
Seaview,Savannah Ghostwalker Tour,1.6,890,1589,"During this 2 1/2-hour tour, guides (or ""ghostwalkers"") lead you down live oak-lined streets past haunted antebellum homes to battlefields and hidden cemeteries where paranormal events are a common occurrence. As you walk, ghostwalkers recount the scary stories of Savannah's eerie past. You can even search for otherworldly activity with your own ""ghost-hunting"" equipment. Travelers enjoy guides' ability to highlight the city's historical facts in their ghost stories. Visitors also say that the electromagnetic field meters add a fun twist to the tour. Tours run nightly at 9 p.m. Tickets start at $35 per person. Savannah Ghostwalker limits its tours to 15 people.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,The Bahamas
Lake,The Bahamas,3.8,656,1590,"A popular tourist destination among stateside citizens, the Bahamas are welcoming American visitors to the picturesque islands. Travelers must complete a Travel Health Visa application and provide a negative COVID-19 test taken no more than five days before arrival. Visitors are also required to opt-in to health insurance that will cover them for the entirety of their stay (the cost of which is included in the Travel Health Visa application fee). Anyone planning to stay on the island for more than five days must take a rapid antigen test on the fifth day. Additionally, those who travel around the Bahamas without wearing face coverings will be subject to fines. Learn more about traveling details on the tourism website.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barbados
Seaside,Barbados,2.2,350,1591,"As long as travelers (older than 5) complete a travel form online no less than 24 hours before their flight and provide a negative coronavirus test result taken within 72 hours of their entrance to the island, they can vacation in this Caribbean paradise. Even with a negative result in hand, travelers must quarantine in an approved hotel or villa for a minimum of five days at which time they can take another test to be released. Potential travelers should continue to monitor Barbados’ rules, as they are projected to change on May 8. Visit the Barbados website for more information regarding traveling during the pandemic.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Belize
Heritage,Belize,1.8,700,1592,"American travelers (anyone 5 and older) will be required to present a negative coronavirus test taken no more than 96 hours prior to departure to Belize. (Rapid antigen tests taken no more than 48 hours before arrival are also accepted.) If you don’t present a negative test, you’ll have to front a $50 fee (paid in cash) and take a test upon arrival. A negative test means visitors can move freely around the country. U.S. visitors must also complete health forms on the Belize Health App to gain entry into the country. Keep in mind, a curfew is in effect from 10 p.m. to 5 a.m. For more information, visit the Belize tourism website or the U.S. Embassy in Belize website.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hyannis Whale Watcher Cruises – Barnstable
Mall,Hyannis Whale Watcher Cruises – Barnstable,2.6,25,1593,"Offering whale watching tours since 1980, this company, which operates out of Barnstable Harbor, takes participants to Stellwagen Bank National Marine Sanctuary on a boat specifically designed for whale watching and maneuverability. There are three levels for viewing, as well as bench seating throughout the boat. Plus, a naturalist accompanies each trip to provide educational commentary. Tours last about 3 1/2 to four hours and often feature sightings of minkes, humpbacks and finbacks. Reviewers report seeing lots of whales and say the captain is skilled at positioning the boat so everyone has a view. The company offers tours once or twice daily, depending on the month, at varying times between 8:30 a.m. and 4 p.m. Tickets start at $65 for ages 13 and older, $45 for ages 3 to 12 and are free for children younger than 3. The company also offers chartered cruises.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dolphin Fleet – Whale Watch
Seaview,Dolphin Fleet – Whale Watch,4.4,23,1594,"Don't let the company's name fool you: Dolphin Fleet is all about whales. And because it departs from Provincetown – the closest port to Stellwagen Bank National Marine Sanctuary – whales are often spotted as soon as the boat leaves port. During the three- to four-hour cruise, the onboard naturalist will help passengers identify whales and other animals like dolphins and sea birds. Tourgoers say guides are very informative and that they see plenty of whales. Tours, which depart from Provincetown's MacMillan Pier, run mid-April through October at multiple times throughout the day, depending on the month and season. Dolphin Fleet also offers a sunset trip that is available June through August only. Along with two decks and an indoor heated and air-conditioned cabin, there is also an informational science center on board. Tickets cost approximately $65 for adults, $40 for ages 5 to 12 and are free for children 4 and younger. If no whales are sighted, you can return for another tour.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Captain John Boats
Walking,Captain John Boats,2.8,45,1595,"Take a four-hour whale watching tour out of either Plymouth or Provincetown with Captain John Boats. The Plymouth tour heads to Cape Cod Bay and Stellwagen Bank in search of various species of whales, while the Provincetown tour departs from Macmillan Wharf on a quest to find right and pilot whales, among others. If no whales are spotted, you're invited to return on a future tour free of charge. Reviewers say they learn a lot about whales and see both whales and calves, as well as dolphins.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cowpoke Corner Corral Stables – 4 Hour Ride
Travelling,Cowpoke Corner Corral Stables – 4 Hour Ride,3.6,778,1596,"Cowpoke Corner Corral Stables is owned by the same company as National Park Gateway Stables, but it offers different excursions. Located 3 miles southwest of Estes Park, you'll find the stables situated behind Glacier Lodge at the base of Gianttrack Mountain. The popular four-hour ride takes tourgoers to the top of Rams Horn Mountain in Roosevelt National Forest. This exciting adventure boasts stunning views of the Estes Park Valley, the Continental Divide and Rocky Mountain National Park. The outings depart Tuesday and Thursday from May through September or early October at 8 a.m. and 1 p.m. The price is approximately $160 per person.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jackson Stables – 2 Hour Moraine Park
